id,treatment,y
474,0,800.935361399662
475,0,307.582736137417
476,1,2142.78300821564
477,1,3078.90773398921
478,0,1741.90935435572
479,0,15985.8842966715
480,0,1699.79417671035
481,0,5761.16736899364
482,0,570.531721228425
483,0,1200.84286905761
484,0,3328.24766769064
485,0,5974.2221960283
486,0,2116.61408956023
487,0,127.287832315287
488,0,10844.6859090472
489,0,402.263195409093
490,0,617.748476843099
491,0,1070.9197699697
492,1,23.4668061798533
493,1,281.667723166907
494,0,101.069931798459
495,0,1709.95246617112
496,1,302.512699781013
497,0,828.870086227515
498,0,11769.8017776923
499,0,2570.49370263824
500,0,4111.81330224104
501,0,4463.24873172868
502,0,1324.34265588037
503,0,321.757530175013
504,0,1344.53643573784
505,0,840.338528570412
506,1,1220.1052016357
507,0,3.75897330275134
508,0,484.382584596706
509,0,70.2404132800938
510,0,1171.41938287956
511,0,641.590656438307
512,1,1162.67581747533
513,0,412.747164158399
514,0,1322.39216653871
515,0,650.72044804054
516,0,121.676212200307
517,1,61.2428513064617
518,0,82.141651473562
519,0,29.2984468112082
520,0,91.8673370268065
521,0,553.244647116144
522,0,325.911080239199
523,1,2.5748430271088
524,0,49.0232604284087
525,0,24.5306776026127
526,0,8.58307980774144
527,0,1.92174401324361
528,0,437.207476107405
529,0,114.064122236529
530,1,18.143327860406
531,0,349.113366040153
532,0,2.3797052513988
533,0,1.82071701148884
534,0,162.343435107396
535,0,104.778067138465
536,0,97.7303901268646
537,0,3167.63833989387
538,0,79.3385802484524
539,0,3.78031502967361
540,0,567.533825398848
541,0,56.8036619158798
542,0,75.6784658960318
543,0,572.999759840434
544,0,480.115303717131
545,0,1782.53849367508
546,0,506.66937037877
547,0,267.702380741549
548,0,96.1580966512244
549,0,1287.39782558773
550,0,288.775779993144
551,1,5689.66372838341
552,0,219.313965424218
553,0,252.843841643389
554,0,160.05447985675
555,0,136.246038150142
556,1,1389.28039989075
557,0,155.24449882445
558,0,303.139721961565
559,0,4.56682208742693
560,0,4591.42783366697
561,0,339.827327697759
562,0,260.613097847434
563,0,569.626005467232
564,0,5655.22256140252
565,0,84.8366241633431
566,1,2494.54740875585
567,0,2480.08674628635
568,1,1047.12371449615
569,0,811.738411436367
570,0,75.109450949617
571,0,94.2546382667138
572,0,363.781924592252
573,0,1094.03258713129
574,0,32.5671259085273
575,0,31.2033708847031
576,0,12.228089067155
577,0,83.9699132230357
578,0,850.401784377088
579,0,7.37345585714269
580,1,12.0452987444368
581,0,366.847902817482
582,0,288.848398999987
583,1,1039.11825133076
584,0,392.152124278273
585,0,509.989037305152
586,0,913.404171384934
587,1,86.080882830061
588,0,305.32101462509
589,0,1916.31252508123
590,0,1346.20966236452
591,1,1741.72899577961
592,1,302.502859673504
593,0,451.537265860418
594,1,1567.73806784593
595,0,144.727891932531
596,0,90.0979961083264
597,0,3068.42130005876
598,0,384.33690298258
599,0,1722.90406400293
600,0,673.198216762865
601,0,677.694179630105
602,0,1216.99844329638
603,1,146.314697249141
604,0,131.390689074702
605,0,538.988819065331
606,0,479.019935199349
607,0,534.260108863331
608,1,124.252097803406
609,0,411.689396218101
610,0,2576.85682105359
611,0,1255.53712523422
612,0,77.2829048798162
613,1,3158.09913420271
614,0,757.444819682987
615,0,546.595314548173
616,0,82.0068783911385
617,0,573.256540067634
618,0,3521.45274528971
619,0,1183.46943998371
620,1,34.8358222438312
621,0,42.9263643161056
622,0,2.53509669557791
623,1,429.606199554718
624,0,34.9319776202931
625,0,218.746094284763
626,0,1257.04285742274
627,0,603.826293650546
628,0,6.06903592493061
629,0,865.240979177945
630,0,1.96056455530876
631,0,25289.0277730441
632,1,367.421689102028
633,1,2257.19560726515
634,1,1.51818106981706
635,0,4649.51449895682
636,0,494.067356433966
637,0,1167.39899659595
638,0,879.034573134195
639,1,113.942387006187
640,0,139.671243375138
641,0,1282.34344052388
642,0,79.5123485094459
643,1,110.928568913528
644,0,2.9780622040175
645,0,3.60853749374092
646,0,72.7139953753067
647,0,350.606729348994
648,0,119.711705981041
649,1,54.4751155386599
650,1,2.39736716806865
651,0,584.627626296516
652,0,166.658513783834
653,1,977.213582648753
654,0,234.4171815407
655,0,5.49910188374395
656,0,17.3106648986475
657,0,25.0637858081077
658,1,74.8578801518663
659,0,82.3963146682164
660,0,88.8538049137665
661,0,15.8159738405148
662,0,1373.83833713531
663,1,105.300281549996
664,1,167.93260174408
665,1,638.026050441641
666,0,273.336692264952
667,1,519.436744582717
668,1,5.95125881285355
669,0,79.5610417097768
670,1,539.161023827271
671,0,343.686945741467
672,0,697.563210639392
673,0,338.05212788101
674,0,573.43815196812
675,0,529.431913039276
676,0,318.543762445142
677,0,416.07386165964
678,0,81.2073542830132
679,0,78.7710379152062
680,0,231.489615439487
681,0,416.405691228252
682,0,360.92385447626
683,0,795.123906330486
684,0,479.206089685733
685,0,3.56871555928449
686,0,20.8326354831667
687,1,211.108782198534
688,1,84.0098983499488
689,0,347.583713352222
690,0,79.3718141729917
691,0,328.760136148651
692,0,107.193976725574
693,0,194.462270545225
694,1,15.5643683568885
695,0,93.113820414169
696,0,6.58944397124087
697,0,5.50805849578275
698,0,260.831475349117
699,1,436.992210797001
700,0,562.697580430558
701,0,279.471817980435
702,0,136.19517837102
703,0,289.549524413106
704,0,11.9599965180387
705,1,723.092543581809
706,0,2.06299206239743
707,0,60.4587640532596
708,0,2.15718568889482
709,0,1074.96241373364
710,0,23.1635285679416
711,0,29.4631549640592
712,0,80.1540413663527
713,0,5.31253034884631
714,1,826.119766510642
715,0,1.54680611618796
716,0,84.8204143862756
717,1,6.9655019298613
718,0,20.6254387480684
719,1,16.1374972985963
720,0,211.360284079359
721,1,23.9283219182414
722,1,47.4045282481168
723,0,169.391662613823
724,1,136.243708019343
725,1,240.726362364929
726,1,61.3270882441901
727,0,49.6106720188189
728,0,64.4322318111693
729,0,81.532317409904
730,0,333.69504050879
731,0,102.87172325769
732,0,22.508453963049
733,1,92.4841576727498
734,0,154.138623710282
735,0,134.774271236341
736,0,172.462027322634
737,1,388.259925439832
738,0,350.88871790484
739,0,45.1167081072826
740,0,39.4685976978181
741,0,91.8251563458506
742,0,183.96041192694
743,0,33.6047747863923
744,0,67.2059797221112
745,0,17.0071865731814
746,0,69.4828140550022
747,1,23.5815282624715
748,0,15.4706261586549
749,1,5.44605013358237
750,0,2.61340042848911
751,0,3.47367519037491
752,0,22.4128175872161
753,0,8.07477540094913
754,0,2.52339023322922
755,1,4.81966162541233
